fragment,n_fragment,MW,SLogP,nRot,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
C1=CC2=CC(=C1)COCCOCCNCCOCCOC2,6,295.1783583,1.3562,0,1,0,4,0,0,0,1,1
C1=CC2=CC(=C1)COCCSCCOC2,6,224.0871008,2.4666,0,0,1,2,0,0,0,1,1
C1=CC2=CC(=C1)COOC2,6,136.0524295,1.6484,0,0,0,2,0,0,0,1,1
C1=CC2=CC(=C1)COP2,6,138.0234515,1.4356,0,0,0,1,0,0,0,1,1
C1=CC2=CC(=C1)CP2,6,122.0285369,1.504,0,0,0,0,0,0,0,1,1
C1=CC2=CC(=C1)CSCC1=CC(=C[NH]1)CSC2,6,261.0645915,4.1949,0,1,2,0,0,0,0,2,1
C1=CC2=CC(=C1)CSCC1=CSC(=C1)CSC2,6,278.0257634,4.9283,0,0,3,0,0,0,0,2,1
C1=CC2=CC(=C1)CSSCC1=CC=CC(=C1)CSSC2,6,336.0134845,6.1632,0,0,4,0,0,0,0,2,1
C1=CC2=CC(=C1)NC1=NC(=CC=N1)NC1=CC=C(C=C1)OCCCNCCNC2,6,390.2168095,3.4255,0,6,0,1,0,0,0,3,2
C1=CC2=CC(=C1)NC1=NC=NC(=C1)NC1=CC=CC(=C1)OCCNCCCNC2,6,390.2168095,3.4255,0,6,0,1,0,0,0,3,1
C1=CC2=CC(=C1)NCC1=NC(=CC=C1)CN2,6,211.1109474,2.6192,0,3,0,0,0,0,0,2,1
C1=CC2=CC(=C1)NCCCCN2,6,162.1156984,2.3042,0,2,0,0,0,0,0,1,1
C1=CC2=CC(=C1)NCNC2,6,134.0843983,1.1592,0,2,0,0,0,0,0,1,1
C1=CC2=CC(=C1)NCSSCN2,6,198.0285403,2.8204,0,2,2,0,0,0,0,1,1
C1=CC2=CC(=C1)OC1=CC(=CC=C1)CNCCNCCC2,6,282.1732133,3.1043,0,2,0,1,0,0,0,2,1
C1=CC2=CC(=C1)OC1=CC(=CC=C1)OCCN1CCN(CCNC2)CC1,6,353.2103271,2.5785,0,3,0,2,0,0,0,2,3
C1=CC2=CC(=C1)OC1=CC=C(C=C1)CC1CC3=C(CN1)C1=C(C=C3)OC3=C(C=C(C=C3)CC2)O1,6,447.1834437,6.7325,0,1,0,3,0,0,0,4,5
C1=CC2=CC(=C1)OC1=CC=C(C=C1)CCCCC1=CC=C(C=C1)CC2,6,328.1827154,6.1429,0,0,0,1,0,0,0,3,4
C1=CC2=CC(=C1)OC1=CC=C(C=C1)CCNCCNC2,6,268.1575633,2.7142,0,2,0,1,0,0,0,2,2
C1=CC2=CC(=C1)OC1=CC=CC(=C1)C1CCCCN(CCCCNC2)C1,6,350.2358136,4.9318,0,2,0,1,0,0,0,2,2
C1=CC2=CC(=C1)OC1=CC=CC(=C1)CNCCCNC2,6,268.1575633,3.0618,0,2,0,1,0,0,0,2,1
C1=CC2=CC(=C1)OC1=CC=CC(=C1)CNCCCNCC2,6,282.1732133,3.1043,0,2,0,1,0,0,0,2,1
C1=CC2=CC(=C1)OC1=CC=CC(=C1)SNCCCNCC2,6,300.1296343,3.6114,0,2,1,1,0,0,0,2,1
C1=CC2=CC(=C1)OC1=CC3=C(C=CC=C3C=C1)N1CCC(C1)NCCNC2,6,359.1997624,3.9036,0,3,0,1,0,0,0,3,2
C1=CC2=CC(=C1)OC1=CC3=C(C=CC=C3CN3CCC(C3)NCCCNC2)C=C1,6,387.2310625,4.2893,0,3,0,1,0,0,0,3,2
C1=CC2=CC(=C1)OC1=CC3=C(C=CC=C3N3CCN(CC3)C3CCC2NC3)C=C1,6,385.2154125,4.5608,0,3,0,1,0,0,0,3,5
C1=CC2=CC(=C1)OCCCCCNCNCCNCC2,6,277.2154125,1.5181,0,3,0,1,0,0,0,1,1
C1=CC2=CC(=C1)OCCCCNCC1=CC(=CC=C1)C1=NC=NC(=C1)S2,6,363.1405333,4.557,0,3,1,1,0,0,0,3,1
C1=CC2=CC(=C1)OCCCSCCCCSCCCO2,6,312.121772,4.4846,0,0,2,2,0,0,0,1,1
C1=CC2=CC(=C1)OCN2,6,121.0527638,1.4484,0,1,0,1,0,0,0,1,1
C1=CC2=CC(=C1)PC1=CC(=CC=C1)CC2,6,212.075487,2.4145,0,0,0,0,0,0,0,2,1
C1=CC2=CC(=C1)SC1=NC=NC(=C1)C1=CC(=CC=C1)CNCCCCCO2,6,377.1561834,4.9471,0,3,1,1,0,0,0,3,1
C1=CC2=CC(=CC=C2)CCC2CCC(CN2)OC1,6,243.1623143,2.7832,0,1,0,1,0,1,0,1,3
C1=CC2=CC(=CC=C2)CCNCCNCCCCC1,6,258.2095988,2.9955,0,2,0,0,0,1,0,1,1
C1=CC2=CC(=CC=C2)COC2C=CCN3CC(CC23)OCCCNCOC1,6,370.2256428,2.5817,0,2,0,3,0,2,0,1,3
C1=CC2=CC(=CC=C2)COCCCCCCCCCCC1,6,286.2296656,6.131,0,0,0,1,0,1,0,1,1
C1=CC2=CC(=CC=N2)C2=NC=NC(=N2)NC2=CC(=CC=C2)CNCCNC1,6,359.1858437,2.3832,0,7,0,0,0,1,0,3,1
C1=CC2=CC(=CC3=NC(=CC4=CC=C(C=C5C=CC(=C2)[NH]5)[NH]4)C=C3)C1,6,323.1422475,5.3461,0,3,0,0,0,2,0,3,2
C1=CC2=CC(=N1)C2,6,91.04219916,0.9858,0,1,0,0,0,0,0,1,2
C1=CC2=CC(C1)CCCCC2,6,148.1252005,3.453,0,0,0,0,0,2,0,0,2
C1=CC2=CC(C1)CCCCCC2,6,162.1408506,3.8431,0,0,0,0,0,2,0,0,2
C1=CC2=CC=C(C=C1)C=C2,6,128.0626003,2.7266,0,0,0,0,0,2,0,1,2
C1=CC2=CC=C(C=C2)CCC2=CC=C(C=C2)C1,6,220.1252005,4.0411,0,0,0,0,0,1,0,2,4
C1=CC2=CC=C(C=C2)CCC2=CC=C(C=C2)CC1,6,234.1408506,4.4312,0,0,0,0,0,1,0,2,4
C1=CC2=CC=C(C=C2)CCC2=CC=C(C=CC=C3C=CC(=CC=C4C=CC(=C1)C=C4)C=C3)C=C2,6,436.2191009,5.0342,0,0,0,0,0,6,0,4,7
C1=CC2=CC=C(C=C2)CCCCC2=CC=C(C=C2)C1,6,248.1565006,4.8213,0,0,0,0,0,1,0,2,4
C1=CC2=CC=C(C=C2)CCCCCCCCCCCCCC1,6,298.2660511,7.3272,0,0,0,0,0,1,0,1,2
C1=CC2=CC=C(C=C2)COCCCCCCCCCCC1,6,286.2296656,6.131,0,0,0,1,0,1,0,1,2
C1=CC2=CC=C(C=C2)COCCOCCOCCOCC2=CC=C1C=C2,6,354.1831093,3.937,0,0,0,4,0,1,0,2,3
C1=CC2=CC=C(C=C2)OC2=CC=CC(=C2)CCCNCCN1,6,294.1732133,3.575,0,2,0,1,0,1,0,2,2
C1=CC2=CC=C(C=C2)OC2=CC=CC(=C2)CCCOC1,6,266.1306798,4.4549,0,0,0,2,0,1,0,2,2
C1=CC2=CC=C(C=CC3=CCC1=CC3)C=C2,6,206.1095504,4.3732,0,0,0,0,0,4,0,1,5
C1=CC2=CC=C(CCCCCCCCC1)S2,6,234.1442217,5.4382,0,0,1,0,0,1,0,1,1
C1=CC2=CC=C1C=N2,6,103.0421992,1.6726,0,1,0,0,0,0,0,3,0
C1=CC2=CC=C1C1OCC(COCCCCOCC3COC2OC3)CO1,6,364.1885886,2.8368,0,0,0,6,0,0,0,1,9
C1=CC2=CC=C1CCC1=CC=C(CC2)S1,6,214.0816214,3.6319,0,0,1,0,0,0,0,2,2
C1=CC2=CC=C1CCC1=NN(CCNCCNCCCNC3CCCCN(C2)C3)N=N1,6,426.3219432,0.9853,0,8,0,0,0,0,0,2,3
C1=CC2=CC=C1CCCCC1CCC(CC2)CC1,6,242.2034508,5.152,0,0,0,0,0,0,0,1,5
C1=CC2=CC=C1CCCCCCCCCCCCCCC2,6,286.2660511,6.8565,0,0,0,0,0,0,0,1,2
C1=CC2=CC=C1CCCCCCCCCCCCCCCCCCCCCCCCCCCC2,6,468.4695019,11.9278,0,0,0,0,0,0,0,1,2
C1=CC2=CC=C1CCCCCCN1CCC(CC1)N2,6,258.2095988,3.6794,0,2,0,0,0,0,0,1,5
C1=CC2=CC=C1CCCCCCNC1CCN(CC1)C2,6,272.2252489,3.3571,0,2,0,0,0,0,0,1,5
C1=CC2=CC=C1CCCCCO2,6,162.1044651,2.7918,0,0,0,1,0,0,0,1,2
C1=CC2=CC=C1CCCCN2,6,147.1047994,2.4348,0,1,0,0,0,0,0,1,2
C1=CC2=CC=C1CCCNCCCCCCCNCCCNC1CCCCN(C2)C1,6,414.3722475,4.0967,0,4,0,0,0,0,0,1,3
C1=CC2=CC=C1CCCNCCNCCCNC1CCCCN(C2)C1,6,344.2939972,2.1462,0,4,0,0,0,0,0,1,3
C1=CC2=CC=C1CCCOCCCCCCCCCCOC2,6,304.2402303,5.2868,0,0,0,2,0,0,0,1,2
C1=CC2=CC=C1CCCOCCCCCCCCOC2,6,276.2089301,4.5066,0,0,0,2,0,0,0,1,2
C1=CC2=CC=C1CCCOCCCCCCOC2,6,248.17763,3.7264,0,0,0,2,0,0,0,1,2
C1=CC2=CC=C1CCCOCCCCCOC2,6,234.1619799,3.3363,0,0,0,2,0,0,0,1,2
C1=CC2=CC=C1CCOC2,6,134.0731649,1.7593,0,0,0,1,0,0,0,1,2
C1=CC2=CC=C1CNCCCCCCNC2,6,218.1782987,2.4398,0,2,0,0,0,0,0,1,2
C1=CC2=CC=C1CNN2,6,120.0687483,1.1167,0,2,0,0,0,0,0,1,2
C1=CC2=CC=C1COCCCCCO2,6,192.1150298,2.7659,0,0,0,2,0,0,0,1,2
C1=CC2=CC=C1COCCOCCOCCOCCOC2,6,296.1623739,1.7832,0,0,0,5,0,0,0,1,2
C1=CC2=CC=C1COCCOCCOCCOCCOCCOC2,6,340.1885886,1.7998,0,0,0,6,0,0,0,1,2
C1=CC2=CC=C1COCOCC1=CC=C(C=C1)C2,6,240.1150298,3.2817,0,0,0,2,0,0,0,2,4
C1=CC2=CC=C1CSCCCCCCCCCCSC2,6,308.1632429,6.2874,0,0,2,0,0,0,0,1,2
C1=CC2=CC=C1CSCCCCCCCCCSC2,6,294.1475928,5.8973,0,0,2,0,0,0,0,1,2
C1=CC2=CC=C1CSCCCCCCCSC2,6,266.1162927,5.1171,0,0,2,0,0,0,0,1,2
C1=CC2=CC=C1CSCCCCCSC2,6,238.0849926,4.3369,0,0,2,0,0,0,0,1,2
C1=CC2=CC=C1CSCN1CCN(CSC2)C1,6,266.0911406,2.6567,0,2,2,0,0,0,0,1,3
C1=CC2=CC=C1OCCCOC1=CC=C(C=C1)OCCCO2,6,300.1361591,3.6958,0,0,0,4,0,0,0,2,4
C1=CC2=CC=C1OCCO2,6,136.0524295,1.4578,0,0,0,2,0,0,0,1,2
C1=CC2=CC=CC(=C2)C=CC2=CC=C1C=C2,6,204.0939004,4.3408,0,0,0,0,0,2,0,2,2
C1=CC2=CC=CC(=C2)NC2=NC=CC(=N2)C2=CC=CC(=C2)COC1,6,315.1371622,4.4306,0,3,0,1,0,1,0,3,1
C1=CC2=CC=CC(=N2)C=CC2=CC=C1C=C2,6,205.0891494,3.7358,0,1,0,0,0,2,0,2,2
C1=CC2=CC3=CC=C(C=C4C=C5CCC(=C5[NH]4)C4=NC(=CC1=N2)C=C4)[NH]3,6,336.1374965,4.7542,0,4,0,0,0,2,0,3,3
C1=CC2=CC3=CC=C(C=C4C=CC(=CC5=NC(=CC1=C2)C=C5)S4)[NH]3,6,326.0877694,5.994,0,2,1,0,0,2,0,3,2
C1=CC2=CC3=CC=C(C=C4CCC(=N4)N=C4CCC(=N4)C=C1[NH]2)[NH]3,6,315.1483955,3.2802,0,5,0,0,0,0,0,3,2
C1=CC2=CC3=CC=C4C=C3C=C2C=C1CCC1=CC2=C(C=C1)C1=C(C=C2)C=CC2=C1C=CC(=C2)CC4,6,458.2034508,9.3364,0,0,0,0,0,0,0,7,4
C1=CC2=CC3=CC=CC4=C3C=C2C(=C1)COCCCCOC4,6,292.1463299,4.82,0,0,0,2,0,0,0,3,1
C1=CC2=CC3=CC2=CC=C1OCCCCOCCCCOCCCCO3,6,358.2144094,4.9364,0,0,0,4,0,0,0,2,2
C1=CC2=CC3=NCCN=C4C=C(C=C1)C2CC34,6,222.1156984,2.5105,0,2,0,0,0,6,0,0,4
C1=CC2=CC3C=CN2C(=C1)C3,6,143.0734993,2.1732,0,1,0,0,0,4,0,0,4
C1=CC2=CC3CCN2C(=C1)C3,6,145.0891494,2.0496,0,1,0,0,0,3,0,0,4
C1=CC2=CCC(=C1)CCCCCCCC2,6,202.1721507,4.9335,0,0,0,0,0,3,0,0,2
C1=CC2=CCC3OC4=CC=CC(=C4C3C2)C=CCOCCOC1,6,310.1568946,3.8676,0,0,0,3,0,3,0,1,3
C1=CC2=CCCC=C(C=CC1)C2,6,158.1095504,3.5392,0,0,0,0,0,4,0,0,2
C1=CC2=CCCC3=C(CC2)C2C=CC3C=C2CC1,6,236.1565006,4.8756,0,0,0,0,0,5,0,0,5
C1=CC2=CCCC3C(CCC23)COCCOC2CCC=C1C2,6,300.2089301,4.4309,0,0,0,2,0,3,0,0,4
C1=CC2=CCCCC=C(C1)CCCCC2,6,202.1721507,4.9335,0,0,0,0,0,3,0,0,2
C1=CC2=CN(C=C2)CCCCCNCCCCCN2C=CC1=C2,6,311.2361479,4.4038,0,3,0,0,0,1,0,2,1
C1=CC2=CN(C=C2)CCCCNCCCCCN2C=CC1=C2,6,297.2204979,4.0137,0,3,0,0,0,1,0,2,1
C1=CC2=CN(C=C2)CCOCCCN2C=C1CC2,6,244.1575633,2.5112,0,2,0,1,0,2,0,1,2
C1=CC2=CN=CNNC=C3C=CC=C(C3)OCCOCCOCCOC(=C1)C2,6,385.2001563,2.6443,0,3,0,4,0,7,0,0,3
C1=CC2=CN=NCCCCNN=CC(=C1)N2,6,217.1327455,1.6925,0,5,0,0,0,5,0,0,2
C1=CC2=CNCCNC=C3C=CC=C(C3)OCCCCCCOC(=C1)C2,6,354.2307282,4.2282,0,2,0,2,0,6,0,0,3
C1=CC2=NC(=C1)CC1=CC=C(CC3=CC=C(CC4=CC=CC(=N4)C2)[NH]3)[NH]1,6,340.1687966,3.8094,0,4,0,0,0,0,0,4,1
C1=CC2=NC(=C1)CNCCNCC1=NC(=CC=C1)CNCNC2,6,312.2062448,0.5063,0,6,0,0,0,0,0,2,1
C1=CC2=NC(=C1)OCCOCCOCCOCCOCCO2,6,313.1525375,0.9192,0,1,0,6,0,0,0,1,1
C1=CC2=NC(=CC3=NC(=CC4=CC=C(C=C5C=CC(=C2)[NH]5)S4)C=C3)C1,6,341.0986685,5.4745,0,3,1,0,0,2,0,3,2
C1=CC2=NC(=N1)COCCOCCSCCOCCOC2,6,314.1300282,1.2898,0,2,1,4,0,0,0,1,1
C1=CC2=NC(=N1)NC1=CC=C(C=C1)OCCCNCCCNCC1=CC=C(C=C1)N2,6,404.2324595,3.8156,0,6,0,1,0,0,0,3,3
C1=CC2=NC(=N1)NCCOCCCNCCCNCC1=CC=C(C=C1)N2,6,356.2324595,2.1217,0,6,0,1,0,0,0,2,2
C1=CC2=NC=C(CC=CC3=CC(=CC=C3)C1)O2,6,223.099714,3.4998,0,1,0,1,0,2,0,2,1
C1=CC2=NC=C1CCCCCCCCCC2,6,217.1830497,4.301,0,1,0,0,0,0,0,1,2
C1=CC2=NC1=CC1=CC=C(C=C3C=C(C=C4C=CC(=CC5=CC=C2[NH]5)[NH]4)CC3)[NH]1,6,376.1687966,5.9189,0,4,0,0,0,1,0,4,2
C1=CC2=NC1=CC1=CC=C(C=C3C=CC(=CC4=CC=C(C2)[NH]4)O3)O1,6,314.1055277,2.7661,0,2,0,2,0,5,0,3,2
C1=CC2=NC1=CC1=CC=C(C=C3C=CC(=N3)C=C3C=CC(=C4C=CC(=C2)O4)O3)[NH]1,6,377.1164267,6.2289,0,3,0,2,0,2,0,4,2
C1=CC2=NC1=CC1=CC=C(C=C3C=CC(=N3)C=NCCN=C2)[NH]1,6,301.1327455,2.8733,0,5,0,0,0,8,0,1,3
C1=CC2=NC1=CC1=CC=C(C=C3C=CC(=N3)C3=C4[NH]C(=C2)C=C4CC3)[NH]1,6,336.1374965,4.7542,0,4,0,0,0,2,0,3,3
C1=CC2=NC1=CC1=CC=C(CCCCCCCCCC3=CC=C2[NH]3)[NH]1,6,333.2204979,5.5721,0,3,0,0,0,3,0,2,2
C1=CC2=NC3=NC(=NC4=NC(=NC5=NC(=NC1=N2)CC5)NN4)CC3,6,320.1246404,0.3682,0,10,0,0,0,9,0,0,5
C1=CC23C=CC1(COCOC2)C3,6,164.0837296,1.4932,0,0,0,2,0,2,0,0,3
C1=CC23C4C2N(C1)C43,6,105.0578492,0.2388,0,1,0,0,0,1,0,0,6
C1=CC23C4CC1C1OC=C5CCC2N(CCC513)C4,6,241.1466642,2.3295,0,1,0,1,0,2,0,0,7
C1=CC23CCC45CCC6C(C1C6C24)C35,6,184.1252005,2.8546,0,0,0,0,0,1,0,0,12
C1=CC23CCCC(=CCCC(=C1)C2)C3,6,186.1408506,4.1533,0,0,0,0,0,3,0,0,3
C1=CC23CCCC(OC1C2)O3,6,152.0837296,1.6105,0,0,0,2,0,1,0,0,3
C1=CC23CCCCC4CCC5C=CC(CC1)C(NC2)C5(C4)C3,6,297.24565,4.8474,0,1,0,0,0,2,0,0,6
C1=CC23CCCCCCC4=CC=C(CCCCCCC1(CC2)O3)O4,6,328.2402303,6.137,0,0,0,2,0,1,0,1,3
C1=CC23CCCCCCCCCCCC1(CC2)S3,6,264.1911719,5.8655,0,0,1,0,0,1,0,0,3
C1=CC23CCCCCCCCCCCCC1(CC2)C3,6,260.250401,6.4077,0,0,0,0,0,1,0,0,3
C1=CC23CCCCCCCCCCCCC1(CC2)S3,6,278.206822,6.2556,0,0,1,0,0,1,0,0,3
C1=CC23CCCCCCCCCCCCCCC1(CC2)S3,6,306.2381221,7.0358,0,0,1,0,0,1,0,0,3
C1=CC23NC4CCC5C6CC(=C1)C2C5(CCN6)C4O3,6,256.1575633,1.3277,0,2,0,1,0,2,0,0,6
C1=CC2C=C1CC2,6,92.06260026,1.8926,0,0,0,0,0,2,0,0,2
C1=CC2C=C3C=CC(=CC4=CC=C(C=C5C=CC(=CC1=N2)[NH]5)[NH]4)[NH]3,6,312.1374965,0.2825,0,4,0,0,0,6,0,3,2
C1=CC2C=C3C=CC(=CC4=NC(C=C4)C=C4C=CC(=CC1=N2)[NH]4)[NH]3,6,312.1374965,-0.0626,0,4,0,0,0,8,0,2,3
C1=CC2C=C3CCCCCCCCC2=CC13,6,214.1721507,4.7894,0,0,0,0,0,3,0,0,5
C1=CC2C=CC(=C1)OCCCOC2,6,178.0993797,2.0494,0,0,0,2,0,3,0,0,2
C1=CC2C=CC(C=C1)N2,6,119.0734993,1.009,0,1,0,0,0,3,0,0,2
C1=CC2C=CC(C1)P2,6,124.0441869,1.9318,0,0,0,0,0,2,0,0,2
C1=CC2C=CC(N1)NCNCN2,6,166.1218464,-0.9484,0,4,0,0,0,2,0,0,2
C1=CC2C=CC3=C1C=CC(=C3)COC2,6,184.088815,2.873,0,0,0,1,0,2,0,1,2
C1=CC2C=CC3C=CC(=C2)C(=N1)C=C3,6,181.0891494,2.8093,0,1,0,0,0,6,0,0,3
C1=CC2C=CC3CC(C1)SC23,6,164.0659714,2.6226,0,0,1,0,0,2,0,0,3
C1=CC2C=CCC(C=C2)C1,6,132.0939004,2.6948,0,0,0,0,0,3,0,0,2
C1=CC2C=CCC3C(C1)C3CC2,6,160.1252005,3.1648,0,0,0,0,0,2,0,0,3
C1=CC2C=CN(C=CC1)CC2,6,147.1047994,2.2956,0,1,0,0,0,3,0,0,3
C1=CC2C=CNNC(C1)O2,6,138.0793129,0.2791,0,2,0,1,0,2,0,0,2
C1=CC2C3=C4C5CCC3C3=CCCC6=CC=C(CCC=C35)C(=C62)C14,6,310.1721507,5.5188,0,0,0,0,0,4,0,1,8
C1=CC2C3C=CC1C1C4NNC(C24)C31,6,186.1156984,0.6954,0,2,0,0,0,2,0,0,7
C1=CC2C3C=CC4=C1CCC1=C(CC4)C3C12,6,208.1252005,3.7852,0,0,0,0,0,4,0,0,6
C1=CC2C3C=CC4C1NNC4C23,6,160.1000484,0.4494,0,2,0,0,0,2,0,0,4
C1=CC2C3C4CC5COC4C4C2C(C1)C3C54,6,214.1357652,2.3354,0,0,0,1,0,1,0,0,9
C1=CC2C3CC2C13,6,92.06260026,1.4383,0,0,0,0,0,1,0,0,5
C1=CC2C3CCC1C1C3C=NC21,6,159.1047994,1.8976,0,1,0,0,0,2,0,0,4
C1=CC2C3COC2C(C1)C3,6,136.088815,1.5974,0,0,0,1,0,1,0,0,3
C1=CC2C3COCOC2C(C1)O3,6,168.0786442,0.7028,0,0,0,3,0,1,0,0,3
C1=CC2C3OC4CC(C13)C2O4,6,150.0680796,0.9322,0,0,0,2,0,1,0,0,5
C1=CC2CC(=CC1)CCO2,6,136.088815,2.0517,0,0,0,1,0,2,0,0,2
C1=CC2CC(C=C1)C1CCC2CC1,6,174.1408506,3.5549,0,0,0,0,0,2,0,0,4
C1=CC2CC(C=C1)C1CCC2CO1,6,176.1201151,2.5437,0,0,0,1,0,2,0,0,4
C1=CC2CC(C=C1)C1CCC2S1,6,178.0816214,3.0127,0,0,1,0,0,2,0,0,3
C1=CC2CC(C1)OCN2,6,125.084064,0.6509,0,1,0,1,0,1,0,0,2
C1=CC2CC(CCCCCCCCCCCOC1)OS2,6,298.1966512,5.2795,0,0,1,2,0,1,0,0,2
C1=CC2CC(CCO2)CN1,6,139.099714,0.8985,0,1,0,1,0,1,0,0,2
C1=CC2CC=CCCC(C=CCCC1)O2,6,204.1514153,3.7766,0,0,0,1,0,3,0,0,2
C1=CC2CC=NC(C1)C2,6,121.0891494,1.7957,0,1,0,0,0,2,0,0,2
C1=CC2CC1=CN2,6,93.05784922,0.802,0,1,0,0,0,2,0,0,2
C1=CC2CC1CCCO2,6,124.088815,1.7415,0,0,0,1,0,1,0,0,2
C1=CC2CC1PP2,6,130.0101235,1.9691,0,0,0,0,0,1,0,0,2
C1=CC2CC3=C4C=C(C=C3)CNCN2NC14,6,213.1265975,1.0895,0,3,0,0,0,1,0,1,4
C1=CC2CC3=CC4=CC=C(C=C5C=CC(=N5)C=C5C=CC(=N5)C(=C1)C2=N3)[NH]4,6,348.1374965,4.5727,0,4,0,0,0,10,0,1,5
C1=CC2CC3=CCCC4=CC=C(C=C4)CCCC2=CC13,6,262.1721507,5.0142,0,0,0,0,0,3,0,1,7
C1=CC2CC3C=CC(=CCCC1)C2C=C3,6,198.1408506,4.0312,0,0,0,0,0,4,0,0,4
C1=CC2CC3C4CN2C(C1)C34,6,147.1047994,1.265,0,1,0,0,0,1,0,0,5
C1=CC2CC3CC4=C(CCC2C4=CCN1)N3,6,214.1469986,2.0756,0,2,0,0,0,3,0,0,4
C1=CC2CC3CCC2CC3C1,6,148.1252005,2.9987,0,0,0,0,0,1,0,0,5
C1=CC2CCC(C1)N=N2,6,122.0843983,1.9295,0,2,0,0,0,2,0,0,3
C1=CC2CCC(CC1)S2,6,140.0659714,2.6006,0,0,1,0,0,1,0,0,2
C1=CC2CCC(CCO1)C2,6,138.1044651,2.3367,0,0,0,1,0,1,0,0,2
C1=CC2CCC=C(CN1)C2,6,135.1047994,1.8298,0,1,0,0,0,2,0,0,2
C1=CC2CCC3=C1C=C(C=C3)COC2,6,186.1044651,2.7924,0,0,0,1,0,1,0,1,2
C1=CC2CCC3C=CC4C=C5C=C2C(=C1)C=C5C=C4C3,6,258.1408506,3.2841,0,0,0,0,0,5,0,1,7
C1=CC2CCC3CC1=C3C2,6,132.0939004,2.6728,0,0,0,0,0,2,0,0,3
C1=CC2CCC3CC1CC2C3,6,148.1252005,2.9987,0,0,0,0,0,1,0,0,3
C1=CC2CCC3CC2C3C1,6,134.1095504,2.6086,0,0,0,0,0,1,0,0,4
C1=CC2CCCC(=CC1)C2,6,134.1095504,3.0629,0,0,0,0,0,2,0,0,2
C1=CC2CCCC1CS2,6,140.0659714,2.4581,0,0,1,0,0,1,0,0,3
C1=CC2CCCCC=C1CCC2,6,162.1408506,3.8431,0,0,0,0,0,2,0,0,2
C1=CC2CCCCCCC(C1)C2,6,164.1565006,3.923,0,0,0,0,0,1,0,0,2
C1=CC2CCCCCCCC1=COC2,6,192.1514153,3.8172,0,0,0,1,0,2,0,0,2
C1=CC2CCCNCCC3=CC=CC1=C3C2,6,213.1517496,2.798,0,1,0,0,0,1,0,1,2
C1=CC2CCNC(C2)N=C1,6,136.1000484,0.9527,0,2,0,0,0,2,0,0,2
C1=CC2CCNCC3CCCN(C1)N2C3,6,207.1735477,0.8471,0,3,0,0,0,1,0,0,3
C1=CC2CCNCCNC(CNCCCCCCO2)CSSCC1,6,373.2221547,2.8144,0,3,2,1,0,1,0,0,2
C1=CC2CCOCCCCCCC(C1)O2,6,210.1619799,3.0709,0,0,0,2,0,1,0,0,2
C1=CC2CN(C1)C2,6,95.07349929,0.488,0,1,0,0,0,1,0,0,3
C1=CC2CN(CCCC1)CCN2,6,166.1469986,1.0003,0,2,0,0,0,1,0,0,2
C1=CC2CN3CC1CC3O2,6,137.084064,0.603,0,1,0,1,0,1,0,0,4
C1=CC2CNCCCC34CC(=CN3)CC2C=CC(C1)C4,6,270.2095988,3.1443,0,2,0,0,0,3,0,0,4
C1=CC2COCCCCOCC(C1)C2,6,196.1463299,2.3958,0,0,0,2,0,1,0,0,2
C1=CC2CPCC1C2,6,126.059837,1.8708,0,0,0,0,0,1,0,0,2
C1=CC2CSNC(C1)N2,6,142.0564693,0.482,0,2,1,0,0,1,0,0,2
C1=CC2N=C1CC1=CC=C(CC3=CC=C(CC4=NC2C=C4)[NH]3)[NH]1,6,302.1531466,2.791,0,4,0,0,0,4,0,2,3
C1=CC2NC(C1)OO2,6,113.0476785,0.1499,0,1,0,2,0,1,0,0,2
C1=CC2NC=CC(N1)N2,6,123.0796473,-0.538,0,3,0,0,0,2,0,0,2
C1=CC2NC1CCCCCO2,6,153.1153641,1.4311,0,1,0,1,0,1,0,0,2
C1=CC2NC3=CC(=C4C2=CC=CC4=C3)C1,6,193.0891494,3.4187,0,1,0,0,0,1,0,2,3
C1=CC2NCC3CC1C=CC32,6,147.1047994,1.3365,0,1,0,0,0,2,0,0,4
C1=CC2NCCC3=C2CCN3CC1,6,176.1313485,1.268,0,2,0,0,0,2,0,0,3
C1=CC2OCC1S2,6,114.0139358,1.0143,0,0,1,1,0,1,0,0,2
C1=CC2OCCN3CCC1CC23,6,165.1153641,1.0356,0,1,0,1,0,1,0,0,3
C1=CC2OCP(O1)O2,6,131.9976307,1.1726,0,0,0,3,0,1,0,0,2
C1=CC2OPC3=CC=C(C=C3)N3CC(C1)C2C3,6,245.0969508,2.3165,0,1,0,1,0,1,0,1,4
C1=CC2PC1C1C=CC2P1,6,168.0257736,1.971,0,0,0,0,0,2,0,0,3
C1=CCC=CC=CCOCCCCCC=CCCC=C1,6,272.2140155,5.5283,0,0,0,1,0,5,0,0,1
C1=CCC=CCCC=CCCC=C1,6,174.1408506,4.1753,0,0,0,0,0,4,0,0,1
C1=CCC=CCCCC2CCC(C=C1)O2,6,204.1514153,3.7766,0,0,0,1,0,3,0,0,2
C1=CCC=CCCOCCCCC=CC1,6,206.1670653,4.0258,0,0,0,1,0,3,0,0,1
C1=CCC=CNN=C1,6,108.0687483,1.0354,0,2,0,0,0,3,0,0,1
C1=CCC2=CC(=CC=C2)SC1,6,162.0503213,2.891,0,0,1,0,0,1,0,1,1
