cid	smiles	frag_id2smiles	frag_id2neighbors	frag_id2mol_inx
"172"	"CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "CC", "8": "CC", "9": "CO", "10": "CC", "11": "CC", "12": "C1CCCC1", "13": "C1CCCCC1", "14": "C1=CCCC=C1", "15": "C1CCCCC1", "16": "C", "17": "C"}	{"1": [16], "2": [16], "3": [4, 16], "4": [3, 5], "5": [4, 6], "6": [5, 17], "7": [17], "8": [12, 17], "9": [15], "10": [15], "11": [13], "12": [8, 13], "13": [11, 12, 14], "14": [13, 15], "15": [9, 10, 14], "16": [1, 2, 3], "17": [6, 7, 8]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [6, 8], "9": [23, 25], "10": [20, 26], "11": [12, 27], "12": [8, 9, 10, 11, 12], "13": [13, 14, 15, 16, 11, 12], "14": [17, 18, 19, 20, 15, 16], "15": [21, 22, 23, 24, 19, 20], "16": [1], "17": [6]}
"184"	"CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)O)N)CO)O)O"	{"1": "CC", "2": "C=O", "3": "CN", "4": "CN", "5": "CN", "6": "CN", "7": "C=O", "8": "CC", "9": "CC", "10": "CC", "11": "C=O", "12": "CO", "13": "CN", "14": "CC", "15": "CO", "16": "CO", "17": "CO", "18": "C1CCOCC1", "19": "C", "20": "C", "21": "C", "22": "C"}	{"1": [19], "2": [19], "3": [4, 19], "4": [3, 18], "5": [6, 18], "6": [5, 20], "7": [20], "8": [9, 20], "9": [8, 21], "10": [21, 22], "11": [22], "12": [22], "13": [21], "14": [15, 18], "15": [14], "16": [18], "17": [18], "18": [4, 5, 14, 16, 17], "19": [1, 2, 3], "20": [6, 7, 8], "21": [9, 10, 13], "22": [10, 11, 12]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [9, 10], "6": [10, 11], "7": [11, 12], "8": [11, 13], "9": [13, 14], "10": [14, 15], "11": [15, 16], "12": [15, 17], "13": [14, 18], "14": [7, 19], "15": [19, 20], "16": [6, 21], "17": [5, 22], "18": [4, 9, 8, 7, 6, 5], "19": [1], "20": [11], "21": [14], "22": [15]}
"188"	"CC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O"	{"1": "CC", "2": "C=O", "3": "CO", "4": "CO", "5": "CC", "6": "CO", "7": "CO", "8": "CO", "9": "CC", "10": "CO", "11": "CO", "12": "CO", "13": "CO", "14": "CO", "15": "CO", "16": "C1CCOCC1", "17": "C1CCOCC1", "18": "C"}	{"1": [18], "2": [18], "3": [4, 18], "4": [3, 16], "5": [6, 16], "6": [5], "7": [8, 16], "8": [7, 17], "9": [10, 17], "10": [9], "11": [17], "12": [17], "13": [17], "14": [16], "15": [16], "16": [4, 5, 7, 14, 15], "17": [8, 9, 11, 12, 13], "18": [1, 2, 3]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [8, 10], "6": [10, 11], "7": [7, 12], "8": [12, 13], "9": [17, 19], "10": [19, 20], "11": [16, 21], "12": [15, 22], "13": [14, 23], "14": [6, 24], "15": [5, 25], "16": [4, 9, 8, 7, 6, 5], "17": [14, 15, 16, 17, 18, 13], "18": [1]}
"191"	"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N"	{"1": "C1=CN=CN=C1", "2": "CC", "3": "CO", "4": "CO", "5": "CO", "6": "CN", "7": "CN", "8": "C1=NCCN1", "9": "C1CCOC1"}	{"1": [6, 8], "2": [3, 9], "3": [2], "4": [9], "5": [9], "6": [1], "7": [8, 9], "8": [7, 1], "9": [7, 2, 4, 5]}	{"1": [0, 5, 4, 3, 2, 1], "2": [12, 14], "3": [14, 15], "4": [11, 16], "5": [10, 17], "6": [2, 18], "7": [6, 9], "8": [7, 6, 4, 3, 8], "9": [10, 9, 13, 12, 11]}
"192"	"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N"	{"1": "C1=CN=CN=C1", "2": "CC", "3": "CO", "4": "OP", "5": "O=P", "6": "OP", "7": "OP", "8": "OP", "9": "O=P", "10": "OP", "11": "OP", "12": "CO", "13": "CC", "14": "CO", "15": "CO", "16": "CO", "17": "CO", "18": "CO", "19": "CN", "20": "CN", "21": "C1=NCCN1", "22": "C1CCOC1", "23": "C1CCOC1", "24": "P", "25": "P"}	{"1": [19, 21], "2": [3, 22], "3": [2, 4], "4": [3, 24], "5": [24], "6": [24], "7": [8, 24], "8": [7, 25], "9": [25], "10": [25], "11": [12, 25], "12": [11, 13], "13": [12, 23], "14": [23], "15": [23], "16": [23], "17": [22], "18": [22], "19": [1], "20": [21, 22], "21": [20, 1], "22": [20, 2, 17, 18], "23": [13, 14, 15, 16], "24": [4, 5, 6, 7], "25": [8, 9, 10, 11]}	{"1": [0, 5, 4, 3, 2, 1], "2": [12, 14], "3": [14, 15], "4": [15, 16], "5": [16, 17], "6": [16, 18], "7": [16, 19], "8": [19, 20], "9": [20, 21], "10": [20, 22], "11": [20, 23], "12": [23, 24], "13": [24, 25], "14": [28, 30], "15": [27, 31], "16": [26, 32], "17": [11, 33], "18": [10, 34], "19": [2, 35], "20": [6, 9], "21": [7, 6, 4, 3, 8], "22": [10, 9, 13, 12, 11], "23": [26, 25, 29, 28, 27], "24": [16], "25": [20]}
"193"	"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N"	{"1": "C1=CN=CN=C1", "2": "CC", "3": "CS", "4": "CS", "5": "CC", "6": "CC", "7": "CC", "8": "C=O", "9": "CO", "10": "CN", "11": "CO", "12": "CO", "13": "CN", "14": "CN", "15": "C1=NCCN1", "16": "C1CCOC1", "17": "C", "18": "C"}	{"1": [13, 15], "2": [3, 16], "3": [2, 4], "4": [3, 5], "5": [4, 6], "6": [5, 17], "7": [17, 18], "8": [18], "9": [18], "10": [17], "11": [16], "12": [16], "13": [1], "14": [15, 16], "15": [14, 1], "16": [14, 2, 11, 12], "17": [6, 7, 10], "18": [7, 8, 9]}	{"1": [0, 5, 4, 3, 2, 1], "2": [12, 14], "3": [14, 15], "4": [15, 16], "5": [16, 17], "6": [17, 18], "7": [18, 19], "8": [19, 20], "9": [19, 21], "10": [18, 22], "11": [11, 23], "12": [10, 24], "13": [2, 25], "14": [6, 9], "15": [7, 6, 4, 3, 8], "16": [10, 9, 13, 12, 11], "17": [18], "18": [19]}
"195"	"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O"	{"1": "C1=CN=CN=C1", "2": "CC", "3": "CO", "4": "OP", "5": "O=P", "6": "OP", "7": "OP", "8": "CO", "9": "CO", "10": "CN", "11": "CN", "12": "CC", "13": "CC", "14": "C=O", "15": "CO", "16": "CC", "17": "C=O", "18": "CO", "19": "CN", "20": "C1=NCCN1", "21": "C1CCOC1", "22": "P", "23": "C", "24": "C", "25": "C"}	{"1": [10, 20], "2": [3, 21], "3": [2, 4], "4": [3, 22], "5": [22], "6": [22], "7": [22], "8": [21], "9": [21], "10": [11, 1], "11": [10, 23], "12": [13, 23], "13": [12, 24], "14": [24], "15": [24], "16": [23, 25], "17": [25], "18": [25], "19": [20, 21], "20": [19, 1], "21": [19, 2, 8, 9], "22": [4, 5, 6, 7], "23": [11, 12, 16], "24": [13, 14, 15], "25": [16, 17, 18]}	{"1": [0, 5, 4, 3, 2, 1], "2": [12, 14], "3": [14, 15], "4": [15, 16], "5": [16, 17], "6": [16, 18], "7": [16, 19], "8": [11, 20], "9": [10, 21], "10": [2, 22], "11": [22, 23], "12": [23, 24], "13": [24, 25], "14": [25, 26], "15": [25, 27], "16": [23, 28], "17": [28, 29], "18": [28, 30], "19": [6, 9], "20": [7, 6, 4, 3, 8], "21": [10, 9, 13, 12, 11], "22": [16], "23": [23], "24": [25], "25": [28]}
"6022"	"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N"	{"1": "C1=CN=CN=C1", "2": "CC", "3": "CO", "4": "OP", "5": "O=P", "6": "OP", "7": "OP", "8": "OP", "9": "O=P", "10": "OP", "11": "OP", "12": "CO", "13": "CO", "14": "CN", "15": "CN", "16": "C1=NCCN1", "17": "C1CCOC1", "18": "P", "19": "P"}	{"1": [14, 16], "2": [3, 17], "3": [2, 4], "4": [3, 18], "5": [18], "6": [18], "7": [8, 18], "8": [7, 19], "9": [19], "10": [19], "11": [19], "12": [17], "13": [17], "14": [1], "15": [16, 17], "16": [15, 1], "17": [15, 2, 12, 13], "18": [4, 5, 6, 7], "19": [8, 9, 10, 11]}	{"1": [0, 5, 4, 3, 2, 1], "2": [12, 14], "3": [14, 15], "4": [15, 16], "5": [16, 17], "6": [16, 18], "7": [16, 19], "8": [19, 20], "9": [20, 21], "10": [20, 22], "11": [20, 23], "12": [11, 24], "13": [10, 25], "14": [2, 26], "15": [6, 9], "16": [7, 6, 4, 3, 8], "17": [10, 9, 13, 12, 11], "18": [16], "19": [20]}
"198"	"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N"	{"1": "C1=CN=CN=C1", "2": "CC", "3": "CO", "4": "OP", "5": "O=P", "6": "OP", "7": "OP", "8": "OP", "9": "O=P", "10": "OP", "11": "OP", "12": "CO", "13": "CC", "14": "CO", "15": "CO", "16": "CO", "17": "CO", "18": "CO", "19": "CO", "20": "CN", "21": "CN", "22": "C1=NCCN1", "23": "C1CCOC1", "24": "C1CCOCC1", "25": "P", "26": "P"}	{"1": [20, 22], "2": [3, 23], "3": [2, 4], "4": [3, 25], "5": [25], "6": [25], "7": [8, 25], "8": [7, 26], "9": [26], "10": [26], "11": [12, 26], "12": [11, 24], "13": [14, 24], "14": [13], "15": [24], "16": [24], "17": [24], "18": [23], "19": [23], "20": [1], "21": [22, 23], "22": [21, 1], "23": [21, 2, 18, 19], "24": [12, 13, 15, 16, 17], "25": [4, 5, 6, 7], "26": [8, 9, 10, 11]}	{"1": [0, 5, 4, 3, 2, 1], "2": [12, 14], "3": [14, 15], "4": [15, 16], "5": [16, 17], "6": [16, 18], "7": [16, 19], "8": [19, 20], "9": [20, 21], "10": [20, 22], "11": [20, 23], "12": [23, 24], "13": [28, 30], "14": [30, 31], "15": [27, 32], "16": [26, 33], "17": [25, 34], "18": [11, 35], "19": [10, 36], "20": [2, 37], "21": [6, 9], "22": [7, 6, 4, 3, 8], "23": [10, 9, 13, 12, 11], "24": [25, 26, 27, 28, 29, 24], "25": [16], "26": [20]}
"200"	"C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N"	{"1": "C1=C[NH]C=N1", "2": "CC", "3": "CO", "4": "OP", "5": "O=P", "6": "OP", "7": "OP", "8": "CO", "9": "CO", "10": "CN", "11": "CC", "12": "C=O", "13": "CN", "14": "CN", "15": "C1CCOC1", "16": "P", "17": "C"}	{"1": [14, 10, 11], "2": [3, 15], "3": [2, 4], "4": [3, 16], "5": [16], "6": [16], "7": [16], "8": [15], "9": [15], "10": [1], "11": [1, 17], "12": [17], "13": [17], "14": [1, 15], "15": [14, 2, 8, 9], "16": [4, 5, 6, 7], "17": [11, 12, 13]}	{"1": [0, 1, 2, 3, 4], "2": [8, 10], "3": [10, 11], "4": [11, 12], "5": [12, 13], "6": [12, 14], "7": [12, 15], "8": [7, 16], "9": [6, 17], "10": [3, 18], "11": [2, 19], "12": [19, 20], "13": [19, 21], "14": [4, 5], "15": [6, 5, 9, 8, 7], "16": [12], "17": [19]}
"202"	"CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C"	{"1": "CC", "2": "C=C", "3": "CC", "4": "CC", "5": "CC", "6": "C=C", "7": "CC", "8": "CC", "9": "CC", "10": "C=C", "11": "CC", "12": "CC", "13": "CC", "14": "C=C", "15": "CC", "16": "CC", "17": "CC", "18": "C=C", "19": "CC", "20": "CC", "21": "CC", "22": "C=C", "23": "CC", "24": "CO", "25": "OP", "26": "O=P", "27": "OP", "28": "OP", "29": "OP", "30": "O=P", "31": "OP", "32": "OP", "33": "CC", "34": "CC", "35": "CC", "36": "CC", "37": "CC", "38": "CC", "39": "C", "40": "C", "41": "C", "42": "C", "43": "C", "44": "C", "45": "P", "46": "P"}	{"1": [39], "2": [3, 39], "3": [2, 4], "4": [3, 5], "5": [4, 40], "6": [7, 40], "7": [6, 8], "8": [7, 9], "9": [8, 41], "10": [11, 41], "11": [10, 12], "12": [11, 13], "13": [12, 42], "14": [15, 42], "15": [14, 16], "16": [15, 17], "17": [16, 43], "18": [19, 43], "19": [18, 20], "20": [19, 21], "21": [20, 44], "22": [23, 44], "23": [22, 24], "24": [23, 25], "25": [24, 45], "26": [45], "27": [45], "28": [29, 45], "29": [28, 46], "30": [46], "31": [46], "32": [46], "33": [44], "34": [43], "35": [42], "36": [41], "37": [40], "38": [39], "39": [1, 2, 38], "40": [5, 6, 37], "41": [9, 10, 36], "42": [13, 14, 35], "43": [17, 18, 34], "44": [21, 22, 33], "45": [25, 26, 27, 28], "46": [29, 30, 31, 32]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [8, 9], "10": [9, 10], "11": [10, 11], "12": [11, 12], "13": [12, 13], "14": [13, 14], "15": [14, 15], "16": [15, 16], "17": [16, 17], "18": [17, 18], "19": [18, 19], "20": [19, 20], "21": [20, 21], "22": [21, 22], "23": [22, 23], "24": [23, 24], "25": [24, 25], "26": [25, 26], "27": [25, 27], "28": [25, 28], "29": [28, 29], "30": [29, 30], "31": [29, 31], "32": [29, 32], "33": [21, 33], "34": [17, 34], "35": [13, 35], "36": [9, 36], "37": [5, 37], "38": [1, 38], "39": [1], "40": [5], "41": [9], "42": [13], "43": [17], "44": [21], "45": [25], "46": [29]}
"5958"	"C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O"	{"1": "CO", "2": "CO", "3": "CO", "4": "CO", "5": "CO", "6": "CC", "7": "OP", "8": "O=P", "9": "OP", "10": "OP", "11": "C1CCOCC1", "12": "P"}	{"1": [6, 7], "2": [11], "3": [11], "4": [11], "5": [11], "6": [1, 11], "7": [1, 12], "8": [12], "9": [12], "10": [12], "11": [6, 2, 3, 4, 5], "12": [7, 8, 9, 10]}	{"1": [0, 11], "2": [5, 7], "3": [4, 8], "4": [3, 9], "5": [2, 10], "6": [0, 1], "7": [11, 12], "8": [12, 13], "9": [12, 14], "10": [12, 15], "11": [1, 6, 5, 4, 3, 2], "12": [12]}
"211"	"CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)O)O"	{"1": "CC", "2": "CC", "3": "CN", "4": "CC", "5": "CO", "6": "CO", "7": "CO", "8": "C1=CC=CC=C1", "9": "C1=C[NH]C=N1", "10": "C1CCOC1"}	{"1": [8], "2": [8], "3": [9, 10], "4": [5, 10], "5": [4], "6": [10], "7": [10], "8": [1, 2, 9], "9": [3, 8], "10": [3, 4, 6, 7]}	{"1": [0, 1], "2": [6, 7], "3": [8, 11], "4": [14, 16], "5": [16, 17], "6": [13, 18], "7": [12, 19], "8": [1, 6, 5, 4, 3, 2], "9": [9, 8, 4, 3, 10], "10": [12, 11, 15, 14, 13]}
"212"	"CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O"	{"1": "CC", "2": "CC", "3": "CN", "4": "CC", "5": "CO", "6": "OP", "7": "O=P", "8": "OP", "9": "OP", "10": "CO", "11": "CO", "12": "C1=CC=CC=C1", "13": "C1=C[NH]C=N1", "14": "C1CCOC1", "15": "P"}	{"1": [12], "2": [12], "3": [13, 14], "4": [5, 14], "5": [4, 6], "6": [5, 15], "7": [15], "8": [15], "9": [15], "10": [14], "11": [14], "12": [1, 2, 13], "13": [3, 12], "14": [3, 4, 10, 11], "15": [6, 7, 8, 9]}	{"1": [0, 1], "2": [6, 7], "3": [8, 11], "4": [14, 16], "5": [16, 17], "6": [17, 18], "7": [18, 19], "8": [18, 20], "9": [18, 21], "10": [13, 22], "11": [12, 23], "12": [1, 6, 5, 4, 3, 2], "13": [9, 8, 4, 3, 10], "14": [12, 11, 15, 14, 13], "15": [18]}
"213"	"CCCCCC(C=CC1C(C2CC(O2)O1)CC=CCCCC(=O)O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "C=C", "8": "CC", "9": "CC", "10": "CC", "11": "C=C", "12": "CC", "13": "CC", "14": "CC", "15": "CC", "16": "C=O", "17": "CO", "18": "CO", "19": "C1CC2CC(O1)O2", "20": "C", "21": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 5], "5": [4, 20], "6": [7, 20], "7": [6, 8], "8": [7, 19], "9": [10, 19], "10": [9, 11], "11": [10, 12], "12": [11, 13], "13": [12, 14], "14": [13, 15], "15": [14, 21], "16": [21], "17": [21], "18": [20], "19": [8, 9], "20": [5, 6, 18], "21": [15, 16, 17]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [9, 15], "10": [15, 16], "11": [16, 17], "12": [17, 18], "13": [18, 19], "14": [19, 20], "15": [20, 21], "16": [21, 22], "17": [21, 23], "18": [5, 24], "19": [8, 9, 10, 11, 12, 13, 14], "20": [5], "21": [21]}
"214"	"CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "C=C", "8": "CC", "9": "C=O", "10": "CC", "11": "CC", "12": "CC", "13": "CC", "14": "CC", "15": "CC", "16": "CC", "17": "C=O", "18": "CO", "19": "CO", "20": "CO", "21": "C1CCCC1", "22": "C", "23": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 5], "5": [4, 22], "6": [7, 22], "7": [6, 8], "8": [7, 21], "9": [21], "10": [11, 21], "11": [10, 12], "12": [11, 13], "13": [12, 14], "14": [13, 15], "15": [14, 16], "16": [15, 23], "17": [23], "18": [23], "19": [21], "20": [22], "21": [8, 9, 10, 19], "22": [5, 6, 20], "23": [16, 17, 18]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [11, 12], "10": [13, 14], "11": [14, 15], "12": [15, 16], "13": [16, 17], "14": [17, 18], "15": [18, 19], "16": [19, 20], "17": [20, 21], "18": [20, 22], "19": [9, 23], "20": [5, 24], "21": [8, 9, 10, 11, 13], "22": [5], "23": [20]}
"216"	"CC1=NC=C(C(=N1)N)COP(=O)(O)O"	{"1": "CC", "2": "CN", "3": "CC", "4": "CO", "5": "OP", "6": "O=P", "7": "OP", "8": "OP", "9": "C1=CN=CN=C1", "10": "P"}	{"1": [9], "2": [9], "3": [4, 9], "4": [3, 5], "5": [4, 10], "6": [10], "7": [10], "8": [10], "9": [1, 2, 3], "10": [5, 6, 7, 8]}	{"1": [0, 1], "2": [5, 7], "3": [4, 8], "4": [8, 9], "5": [9, 10], "6": [10, 11], "7": [10, 12], "8": [10, 13], "9": [1, 6, 5, 4, 3, 2], "10": [10]}
"217"	"CC1=NC=C(C(=N1)N)COP(=O)(O)OP(=O)(O)O"	{"1": "CC", "2": "CN", "3": "CC", "4": "CO", "5": "OP", "6": "O=P", "7": "OP", "8": "OP", "9": "OP", "10": "O=P", "11": "OP", "12": "OP", "13": "C1=CN=CN=C1", "14": "P", "15": "P"}	{"1": [13], "2": [13], "3": [4, 13], "4": [3, 5], "5": [4, 14], "6": [14], "7": [14], "8": [9, 14], "9": [8, 15], "10": [15], "11": [15], "12": [15], "13": [1, 2, 3], "14": [5, 6, 7, 8], "15": [9, 10, 11, 12]}	{"1": [0, 1], "2": [5, 7], "3": [4, 8], "4": [8, 9], "5": [9, 10], "6": [10, 11], "7": [10, 12], "8": [10, 13], "9": [13, 14], "10": [14, 15], "11": [14, 16], "12": [14, 17], "13": [1, 6, 5, 4, 3, 2], "14": [10], "15": [14]}
"220"	"CCOP(=S)(OCC)OC1=CC=C(C=C1)N"	{"1": "CC", "2": "CO", "3": "OP", "4": "P=S", "5": "OP", "6": "CO", "7": "CC", "8": "OP", "9": "CO", "10": "CN", "11": "C1=CC=CC=C1", "12": "P"}	{"1": [2], "2": [1, 3], "3": [2, 12], "4": [12], "5": [6, 12], "6": [5, 7], "7": [6], "8": [9, 12], "9": [8, 11], "10": [11], "11": [9, 10], "12": [3, 4, 5, 8]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [3, 5], "6": [5, 6], "7": [6, 7], "8": [3, 8], "9": [8, 9], "10": [12, 15], "11": [9, 14, 13, 12, 11, 10], "12": [3]}
"221"	"C(C(C(C(CO)O)O)O)NC1=C(C(=O)NC(=O)N1)N"	{"1": "CN", "2": "CC", "3": "CC", "4": "CC", "5": "CO", "6": "CO", "7": "CO", "8": "CO", "9": "CC", "10": "CN", "11": "C=O", "12": "C=O", "13": "CN", "14": "C1=CNCNC1", "15": "C", "16": "C", "17": "C"}	{"1": [9, 10], "2": [15, 16], "3": [16, 17], "4": [5, 17], "5": [4], "6": [17], "7": [16], "8": [15], "9": [1, 15], "10": [1, 14], "11": [14], "12": [14], "13": [14], "14": [10, 11, 12, 13], "15": [9, 2, 8], "16": [2, 3, 7], "17": [3, 4, 6]}	{"1": [0, 9], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [3, 6], "7": [2, 7], "8": [1, 8], "9": [0, 1], "10": [9, 10], "11": [12, 13], "12": [15, 16], "13": [11, 18], "14": [10, 17, 15, 14, 12, 11], "15": [1], "16": [2], "17": [3]}
"6083"	"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N"	{"1": "C1=CN=CN=C1", "2": "CC", "3": "CO", "4": "OP", "5": "O=P", "6": "OP", "7": "OP", "8": "CO", "9": "CO", "10": "CN", "11": "CN", "12": "C1=NCCN1", "13": "C1CCOC1", "14": "P"}	{"1": [10, 12], "2": [3, 13], "3": [2, 4], "4": [3, 14], "5": [14], "6": [14], "7": [14], "8": [13], "9": [13], "10": [1], "11": [12, 13], "12": [11, 1], "13": [11, 2, 8, 9], "14": [4, 5, 6, 7]}	{"1": [0, 5, 4, 3, 2, 1], "2": [12, 14], "3": [14, 15], "4": [15, 16], "5": [16, 17], "6": [16, 18], "7": [16, 19], "8": [11, 20], "9": [10, 21], "10": [2, 22], "11": [6, 9], "12": [7, 6, 4, 3, 8], "13": [10, 9, 13, 12, 11], "14": [16]}
"5880"	"CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O"	{"1": "CC", "2": "C=O", "3": "CC", "4": "CO", "5": "C1CCCCC1", "6": "C1CCCCC1", "7": "C1CCCCC1", "8": "C1CCCC1"}	{"1": [5], "2": [8], "3": [7], "4": [5], "5": [1, 4, 6], "6": [5, 7], "7": [3, 6, 8], "8": [2, 7]}	{"1": [0, 1], "2": [17, 18], "3": [13, 19], "4": [4, 20], "5": [2, 3, 4, 5, 6, 1], "6": [7, 8, 9, 10, 1, 6], "7": [11, 12, 13, 14, 9, 10], "8": [15, 14, 13, 17, 16]}
"228"	"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N"	{"1": "C1=CN=CN=C1", "2": "CC", "3": "CO", "4": "OP", "5": "O=P", "6": "OP", "7": "OP", "8": "OS", "9": "O=S", "10": "O=S", "11": "OS", "12": "CO", "13": "CO", "14": "CN", "15": "CN", "16": "C1=NCCN1", "17": "C1CCOC1", "18": "P", "19": "S"}	{"1": [14, 16], "2": [3, 17], "3": [2, 4], "4": [3, 18], "5": [18], "6": [18], "7": [8, 18], "8": [7, 19], "9": [19], "10": [19], "11": [19], "12": [17], "13": [17], "14": [1], "15": [16, 17], "16": [15, 1], "17": [15, 2, 12, 13], "18": [4, 5, 6, 7], "19": [8, 9, 10, 11]}	{"1": [0, 5, 4, 3, 2, 1], "2": [12, 14], "3": [14, 15], "4": [15, 16], "5": [16, 17], "6": [16, 18], "7": [16, 19], "8": [19, 20], "9": [20, 21], "10": [20, 22], "11": [20, 23], "12": [11, 24], "13": [10, 25], "14": [2, 26], "15": [6, 9], "16": [7, 6, 4, 3, 8], "17": [10, 9, 13, 12, 11], "18": [16], "19": [20]}
"230"	"C(C(C(C(C=O)O)O)O)OP(=O)(O)O"	{"1": "CO", "2": "CC", "3": "CC", "4": "CC", "5": "C=O", "6": "CO", "7": "CO", "8": "CO", "9": "CC", "10": "OP", "11": "O=P", "12": "OP", "13": "OP", "14": "C", "15": "C", "16": "C", "17": "P"}	{"1": [9, 10], "2": [14, 15], "3": [15, 16], "4": [5, 16], "5": [4], "6": [16], "7": [15], "8": [14], "9": [1, 14], "10": [1, 17], "11": [17], "12": [17], "13": [17], "14": [9, 2, 8], "15": [2, 3, 7], "16": [3, 4, 6], "17": [10, 11, 12, 13]}	{"1": [0, 9], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [3, 6], "7": [2, 7], "8": [1, 8], "9": [0, 1], "10": [9, 10], "11": [10, 11], "12": [10, 12], "13": [10, 13], "14": [1], "15": [2], "16": [3], "17": [10]}
"231"	"CCCCCC=CCC=CCC=CCC=CCCCC(=O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "C=C", "7": "CC", "8": "CC", "9": "C=C", "10": "CC", "11": "CC", "12": "C=C", "13": "CC", "14": "CC", "15": "C=C", "16": "CC", "17": "CC", "18": "CC", "19": "CC", "20": "C=O", "21": "CO", "22": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 5], "5": [4, 6], "6": [5, 7], "7": [6, 8], "8": [7, 9], "9": [8, 10], "10": [9, 11], "11": [10, 12], "12": [11, 13], "13": [12, 14], "14": [13, 15], "15": [14, 16], "16": [15, 17], "17": [16, 18], "18": [17, 19], "19": [18, 22], "20": [22], "21": [22], "22": [19, 20, 21]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [8, 9], "10": [9, 10], "11": [10, 11], "12": [11, 12], "13": [12, 13], "14": [13, 14], "15": [14, 15], "16": [15, 16], "17": [16, 17], "18": [17, 18], "19": [18, 19], "20": [19, 20], "21": [19, 21], "22": [19]}
